"pack_name","price","price_text","reward_item","destination"
"Marianople Duck Down","1","1","Dragon Essence Stabilizer","Freedich Island"
"Dewstone Fine Thread","1","1","Dragon Essence Stabilizer","Freedich Island"
"Solzreed Braised Meat","1","1","Dragon Essence Stabilizer","Freedich Island"
"White Arden Trail Mix","1","1","Dragon Essence Stabilizer","Freedich Island"
"Lilyut Milk Soap","1","1","Dragon Essence Stabilizer","Freedich Island"
"Two Crowns Cream","1","1","Dragon Essence Stabilizer","Freedich Island"
"Hellswamp Spicy Meat","1","1","Dragon Essence Stabilizer","Freedich Island"
"Cinderstone Tart Mead","1","1","Dragon Essence Stabilizer","Freedich Island"
"Halcyona Wheat Biscuit","1","1","Dragon Essence Stabilizer","Freedich Island"
"Sanddeep Medicinal Poultice","1","1","Dragon Essence Stabilizer","Freedich Island"
"Solis Alchemy Oil","1","1","Dragon Essence Stabilizer","Freedich Island"
"Arcum Iris Roasted Eggs","1","1","Dragon Essence Stabilizer","Freedich Island"
"Mahadevi Elephant Cookies","1","1","Dragon Essence Stabilizer","Freedich Island"
"Falcorth Snowlion Yarn","1","1","Dragon Essence Stabilizer","Freedich Island"
"Tigerspine Tigerspaw Pancakes","1","1","Dragon Essence Stabilizer","Freedich Island"
"Silent Forest Dried Fruit","1","1","Dragon Essence Stabilizer","Freedich Island"
"Villanelle Potpourri","1","1","Dragon Essence Stabilizer","Freedich Island"
"Windscour Hearty Jerky","1","1","Dragon Essence Stabilizer","Freedich Island"
"Perinoor Aged Spices","1","1","Dragon Essence Stabilizer","Freedich Island"
"Rookborne Biscuit Sticks","1","1","Dragon Essence Stabilizer","Freedich Island"
"Ynystere Preserves","1","1","Dragon Essence Stabilizer","Freedich Island"
"Hasla Softened Fabric","1","1","Dragon Essence Stabilizer","Freedich Island"
"Gweonid Apple Pies","1","1","Dragon Essence Stabilizer","Freedich Island"
"Marianople Sweeteners","1","1","Dragon Essence Stabilizer","Freedich Island"
"Dewstone Distilled Liquor","1","1","Dragon Essence Stabilizer","Freedich Island"
"Solzreed Dried Food","1","1","Dragon Essence Stabilizer","Freedich Island"
"White Arden Raisin Brandy","1","1","Dragon Essence Stabilizer","Freedich Island"
"Lilyut Cooking Oil","1","1","Dragon Essence Stabilizer","Freedich Island"
"Two Crowns Pomme Cakes","1","1","Dragon Essence Stabilizer","Freedich Island"
"Hellswamp Mushroom Pot Pies","1","1","Dragon Essence Stabilizer","Freedich Island"
"Cinderstone Sacred Candles","1","1","Dragon Essence Stabilizer","Freedich Island"
"Halcyona Yam Pasta","1","1","Dragon Essence Stabilizer","Freedich Island"
"Sanddeep Preserved Meat","1","1","Dragon Essence Stabilizer","Freedich Island"
"Solis Juice Concentrate","1","1","Dragon Essence Stabilizer","Freedich Island"
"Arcum Iris Lavaspice","1","1","Dragon Essence Stabilizer","Freedich Island"
"Mahadevi Yule Logs","1","1","Dragon Essence Stabilizer","Freedich Island"
"Falcorth Apple Tarts","1","1","Dragon Essence Stabilizer","Freedich Island"
"Tigerspine Grape Jam","1","1","Dragon Essence Stabilizer","Freedich Island"
"Silent Forest Pomme Candy","1","1","Dragon Essence Stabilizer","Freedich Island"
"Villanelle Preserved Cherries","1","1","Dragon Essence Stabilizer","Freedich Island"
"Windscour Bitter Herbs","1","1","Dragon Essence Stabilizer","Freedich Island"
"Perinoor Potato Powder","1","1","Dragon Essence Stabilizer","Freedich Island"
"Rookborne Fruit Leather","1","1","Dragon Essence Stabilizer","Freedich Island"
"Ynystere Olive Oil","1","1","Dragon Essence Stabilizer","Freedich Island"
"Hasla Cured Meat","1","1","Dragon Essence Stabilizer","Freedich Island"
"Gweonid Piquant Spices","1","1","Dragon Essence Stabilizer","Freedich Island"
"Marianople Face Cream","1","1","Dragon Essence Stabilizer","Freedich Island"
"Dewstone Toy Robots","1","1","Dragon Essence Stabilizer","Freedich Island"
"Solzreed Strawberry Smoothies","1","1","Dragon Essence Stabilizer","Freedich Island"
"White Arden Grilled Meat","1","1","Dragon Essence Stabilizer","Freedich Island"
"Lilyut Moonshine","1","1","Dragon Essence Stabilizer","Freedich Island"
"Two Crowns Flowerpots","1","1","Dragon Essence Stabilizer","Freedich Island"
"Hellswamp Ground Peanuts","1","1","Dragon Essence Stabilizer","Freedich Island"
"Cinderstone Medicinal Powder","1","1","Dragon Essence Stabilizer","Freedich Island"
"Halcyona Livestock Feed","1","1","Dragon Essence Stabilizer","Freedich Island"
"Sanddeep Fried Cucumbers","1","1","Dragon Essence Stabilizer","Freedich Island"
"Solis Red Spice","1","1","Dragon Essence Stabilizer","Freedich Island"
"Arcum Iris Salt Crackers","1","1","Dragon Essence Stabilizer","Freedich Island"
"Mahadevi Pickles","1","1","Dragon Essence Stabilizer","Freedich Island"
"Falcorth Carrot Cake","1","1","Dragon Essence Stabilizer","Freedich Island"
"Tigerspine Seasoned Meat","1","1","Dragon Essence Stabilizer","Freedich Island"
"Silent Forest Seasonings","1","1","Dragon Essence Stabilizer","Freedich Island"
"Villanelle Long Noodles","1","1","Dragon Essence Stabilizer","Freedich Island"
"Windscour Chilled Beverages","1","1","Dragon Essence Stabilizer","Freedich Island"
"Perinoor Fried Meat","1","1","Dragon Essence Stabilizer","Freedich Island"
"Rookborne Millet Pilaf","1","1","Dragon Essence Stabilizer","Freedich Island"
"Ynystere Bouquets","1","1","Dragon Essence Stabilizer","Freedich Island"
"Hasla Specialty Tea","1","1","Dragon Essence Stabilizer","Freedich Island"
"Gweonid Aged Honey","3","3","Dragon Essence Stabilizer","Freedich Island"
"Solzreed Aged Honey","3","3","Dragon Essence Stabilizer","Freedich Island"
"Two Crowns Aged Honey","3","3","Dragon Essence Stabilizer","Freedich Island"
"Halcyona Aged Honey","4","4","Dragon Essence Stabilizer","Freedich Island"
"Solis Aged Honey","3","3","Dragon Essence Stabilizer","Freedich Island"
"Falcorth Aged Honey","4","4","Dragon Essence Stabilizer","Freedich Island"
"Villanelle Aged Honey","3","3","Dragon Essence Stabilizer","Freedich Island"
"Rookborne Aged Honey","3","3","Dragon Essence Stabilizer","Freedich Island"
"Dewstone Aged Salve","3","3","Dragon Essence Stabilizer","Freedich Island"
"Lilyut Aged Salve","3","3","Dragon Essence Stabilizer","Freedich Island"
"Cinderstone Aged Salve","3","3","Dragon Essence Stabilizer","Freedich Island"
"Mahadevi Aged Salve","3","3","Dragon Essence Stabilizer","Freedich Island"
"Silent Forest Aged Salve","3","3","Dragon Essence Stabilizer","Freedich Island"
"Perinoor Aged Salve","5","5","Dragon Essence Stabilizer","Freedich Island"
"Hasla Aged Salve","6","6","Dragon Essence Stabilizer","Freedich Island"
"Marianople Aged Cheese","4","4","Dragon Essence Stabilizer","Freedich Island"
"White Arden Aged Cheese","4","4","Dragon Essence Stabilizer","Freedich Island"
"Hellswamp Aged Cheese","5","5","Dragon Essence Stabilizer","Freedich Island"
"Sanddeep Aged Cheese","4","4","Dragon Essence Stabilizer","Freedich Island"
"Arcum Iris Aged Cheese","4","4","Dragon Essence Stabilizer","Freedich Island"
"Tigerspine Aged Cheese","4","4","Dragon Essence Stabilizer","Freedich Island"
"Windscour Aged Cheese","4","4","Dragon Essence Stabilizer","Freedich Island"
"Ynystere Aged Cheese","2","2","Dragon Essence Stabilizer","Freedich Island"
"Dewstone Aged Honey","3","3","Dragon Essence Stabilizer","Freedich Island"
"Lilyut Aged Honey","3","3","Dragon Essence Stabilizer","Freedich Island"
"Cinderstone Aged Honey","3","3","Dragon Essence Stabilizer","Freedich Island"
"Mahadevi Aged Honey","3","3","Dragon Essence Stabilizer","Freedich Island"
"Silent Forest Aged Honey","3","3","Dragon Essence Stabilizer","Freedich Island"
"Perinoor Aged Honey","5","5","Dragon Essence Stabilizer","Freedich Island"
"Hasla Aged Honey","6","6","Dragon Essence Stabilizer","Freedich Island"
"Marianople Aged Honey","4","4","Dragon Essence Stabilizer","Freedich Island"
"White Arden Aged Honey","4","4","Dragon Essence Stabilizer","Freedich Island"
"Hellswamp Aged Honey","5","5","Dragon Essence Stabilizer","Freedich Island"
"Sanddeep Aged Honey","4","4","Dragon Essence Stabilizer","Freedich Island"
"Arcum Iris Aged Honey","4","4","Dragon Essence Stabilizer","Freedich Island"
"Tigerspine Aged Honey","4","4","Dragon Essence Stabilizer","Freedich Island"
"Windscour Aged Honey","4","4","Dragon Essence Stabilizer","Freedich Island"
"Ynystere Aged Honey","2","2","Dragon Essence Stabilizer","Freedich Island"
"Gweonid Aged Salve","3","3","Dragon Essence Stabilizer","Freedich Island"
"Solzreed Aged Salve","3","3","Dragon Essence Stabilizer","Freedich Island"
"Two Crowns Aged Salve","3","3","Dragon Essence Stabilizer","Freedich Island"
"Halcyona Aged Salve","4","4","Dragon Essence Stabilizer","Freedich Island"
"Solis Aged Salve","3","3","Dragon Essence Stabilizer","Freedich Island"
"Falcorth Aged Salve","4","4","Dragon Essence Stabilizer","Freedich Island"
"Villanelle Aged Salve","3","3","Dragon Essence Stabilizer","Freedich Island"
"Rookborne Aged Salve","3","3","Dragon Essence Stabilizer","Freedich Island"
"Marianople Aged Salve","4","4","Dragon Essence Stabilizer","Freedich Island"
"White Arden Aged Salve","4","4","Dragon Essence Stabilizer","Freedich Island"
"Hellswamp Aged Salve","5","5","Dragon Essence Stabilizer","Freedich Island"
"Sanddeep Aged Salve","4","4","Dragon Essence Stabilizer","Freedich Island"
"Arcum Iris Aged Salve","4","4","Dragon Essence Stabilizer","Freedich Island"
"Tigerspine Aged Salve","4","4","Dragon Essence Stabilizer","Freedich Island"
"Windscour Aged Salve","4","4","Dragon Essence Stabilizer","Freedich Island"
"Ynystere Aged Salve","2","2","Dragon Essence Stabilizer","Freedich Island"
"Gweonid Aged Cheese","3","3","Dragon Essence Stabilizer","Freedich Island"
"Solzreed Aged Cheese","3","3","Dragon Essence Stabilizer","Freedich Island"
"Two Crowns Aged Cheese","3","3","Dragon Essence Stabilizer","Freedich Island"
"Halcyona Aged Cheese","4","4","Dragon Essence Stabilizer","Freedich Island"
"Solis Aged Cheese","3","3","Dragon Essence Stabilizer","Freedich Island"
"Falcorth Aged Cheese","4","4","Dragon Essence Stabilizer","Freedich Island"
"Villanelle Aged Cheese","3","3","Dragon Essence Stabilizer","Freedich Island"
"Rookborne Aged Cheese","3","3","Dragon Essence Stabilizer","Freedich Island"
"Dewstone Aged Cheese","3","3","Dragon Essence Stabilizer","Freedich Island"
"Lilyut Aged Cheese","3","3","Dragon Essence Stabilizer","Freedich Island"
"Cinderstone Aged Cheese","3","3","Dragon Essence Stabilizer","Freedich Island"
"Mahadevi Aged Cheese","3","3","Dragon Essence Stabilizer","Freedich Island"
"Silent Forest Aged Cheese","3","3","Dragon Essence Stabilizer","Freedich Island"
"Perinoor Aged Cheese","5","5","Dragon Essence Stabilizer","Freedich Island"
"Hasla Aged Cheese","6","6","Dragon Essence Stabilizer","Freedich Island"
"Gweonid Fertilizer","1","1","Dragon Essence Stabilizer","Freedich Island"
"Marianople Fertilizer","1","1","Dragon Essence Stabilizer","Freedich Island"
"Dewstone Fertilizer","1","1","Dragon Essence Stabilizer","Freedich Island"
"Solzreed Fertilizer","1","1","Dragon Essence Stabilizer","Freedich Island"
"White Arden Fertilizer","1","1","Dragon Essence Stabilizer","Freedich Island"
"Lilyut Hills Fertilizer","1","1","Dragon Essence Stabilizer","Freedich Island"
"Two Crowns Fertilizer","1","1","Dragon Essence Stabilizer","Freedich Island"
"Hellswamp Fertilizer","1","1","Dragon Essence Stabilizer","Freedich Island"
"Cinderstone Fertilizer","1","1","Dragon Essence Stabilizer","Freedich Island"
"Halcyona Fertilizer","1","1","Dragon Essence Stabilizer","Freedich Island"
"Sanddeep Fertilizer","1","1","Dragon Essence Stabilizer","Freedich Island"
"Solis Fertilizer","1","1","Dragon Essence Stabilizer","Freedich Island"
"Arcum Iris Fertilizer","1","1","Dragon Essence Stabilizer","Freedich Island"
"Mahadevi Fertilizer","1","1","Dragon Essence Stabilizer","Freedich Island"
"Falcorth Fertilizer","1","1","Dragon Essence Stabilizer","Freedich Island"
"Tigerspine Fertilizer","1","1","Dragon Essence Stabilizer","Freedich Island"
"Silent Forest Fertilizer","1","1","Dragon Essence Stabilizer","Freedich Island"
"Villanelle Fertilizer","1","1","Dragon Essence Stabilizer","Freedich Island"
"Windscour Fertilizer","1","1","Dragon Essence Stabilizer","Freedich Island"
"Perinoor Fertilizer","1","1","Dragon Essence Stabilizer","Freedich Island"
"Rookborne Fertilizer","1","1","Dragon Essence Stabilizer","Freedich Island"
"Ynystere Fertilizer","1","1","Dragon Essence Stabilizer","Freedich Island"
"Hasla Fertilizer","1","1","Dragon Essence Stabilizer","Freedich Island"
"Airain Dream Catchers","1","1","Dragon Essence Stabilizer","Freedich Island"
"Airain Triple Stout","1","1","Dragon Essence Stabilizer","Freedich Island"
"Airain Vegetable Seasoning","1","1","Dragon Essence Stabilizer","Freedich Island"
"Airain Fertilizer","1","1","Dragon Essence Stabilizer","Freedich Island"
"Aubre Cradle Rice Flour","1","1","Dragon Essence Stabilizer","Freedich Island"
"Aubre Cradle Ethanol","1","1","Dragon Essence Stabilizer","Freedich Island"
"Aubre Cradle Deviled Eggs","1","1","Dragon Essence Stabilizer","Freedich Island"
"Aubre Cradle Fertilizer","1","1","Dragon Essence Stabilizer","Freedich Island"
"Ahnimar Hangover Cure","1","1","Dragon Essence Stabilizer","Freedich Island"
"Ahnimar Mushroom Roulette","1","1","Dragon Essence Stabilizer","Freedich Island"
"Ahnimar Pressed Powder","1","1","Dragon Essence Stabilizer","Freedich Island"
"Ahnimar Fertilizer","1","1","Dragon Essence Stabilizer","Freedich Island"
"Karkasse Quilts","1","1","Dragon Essence Stabilizer","Freedich Island"
"Karkasse Dragon Jerky","1","1","Dragon Essence Stabilizer","Freedich Island"
"Karkasse Burn Cream","1","1","Dragon Essence Stabilizer","Freedich Island"
"Karkasse Fertilizer","1","1","Dragon Essence Stabilizer","Freedich Island"
"Sunbite Citrus Cleaner","1","1","Dragon Essence Stabilizer","Freedich Island"
"Sunbite Salvation Tea","1","1","Dragon Essence Stabilizer","Freedich Island"
"Sunbite Pest Poison","1","1","Dragon Essence Stabilizer","Freedich Island"
"Sunbite Fertilizer","1","1","Dragon Essence Stabilizer","Freedich Island"
"Rokhala Alpine Mix","1","1","Dragon Essence Stabilizer","Freedich Island"
"Rokhala Auspicious Elixir","1","1","Dragon Essence Stabilizer","Freedich Island"
"Rokhala Livestock Fodder","1","1","Dragon Essence Stabilizer","Freedich Island"
"Rokhala Fertilizer","1","1","Dragon Essence Stabilizer","Freedich Island"
"Airain Aged Honey","4","4","Dragon Essence Stabilizer","Freedich Island"
"Aubre Cradle Aged Honey","4","4","Dragon Essence Stabilizer","Freedich Island"
"Ahnimar Aged Honey","5","5","Dragon Essence Stabilizer","Freedich Island"
"Karkasse Aged Honey","7","7","Dragon Essence Stabilizer","Freedich Island"
"Sunbite Aged Honey","5","5","Dragon Essence Stabilizer","Freedich Island"
"Rokhala Aged Honey","8","8","Dragon Essence Stabilizer","Freedich Island"
"Airain Aged Salve","4","4","Dragon Essence Stabilizer","Freedich Island"
"Aubre Cradle Aged Salve","4","4","Dragon Essence Stabilizer","Freedich Island"
"Ahnimar Aged Salve","5","5","Dragon Essence Stabilizer","Freedich Island"
"Karkasse Aged Salve","7","7","Dragon Essence Stabilizer","Freedich Island"
"Sunbite Aged Salve","5","5","Dragon Essence Stabilizer","Freedich Island"
"Rokhala Aged Salve","8","8","Dragon Essence Stabilizer","Freedich Island"
"Airain Aged Cheese","4","4","Dragon Essence Stabilizer","Freedich Island"
"Aubre Cradle Aged Cheese","4","4","Dragon Essence Stabilizer","Freedich Island"
"Ahnimar Aged Cheese","5","5","Dragon Essence Stabilizer","Freedich Island"
"Karkasse Aged Cheese","7","7","Dragon Essence Stabilizer","Freedich Island"
"Sunbite Aged Cheese","5","5","Dragon Essence Stabilizer","Freedich Island"
"Rokhala Aged Cheese","8","8","Dragon Essence Stabilizer","Freedich Island"
"Hasla Antiquities","1","1","Dragon Essence Stabilizer","Freedich Island"
"Perinoor Antiquities","1","1","Dragon Essence Stabilizer","Freedich Island"
"Two Crowns Antiquities","1","1","Dragon Essence Stabilizer","Freedich Island"
"White Arden Antiquities","1","1","Dragon Essence Stabilizer","Freedich Island"
"Solzreed Aged Cordial","36.9125","36g 91s 25c","Gold","Diamond Shores"
"Gweonid Willow Arrows","49.5626","49g 56s 26c","Gold","Diamond Shores"
"Arcum Iris Seed Oil","51.3331","51g 33s 31c","Gold","Diamond Shores"
"Falcorth Tanned Leather","53.66","53g 66s 0c","Gold","Diamond Shores"
"Original Lilyut Anvil Casts","40.158","40g 15s 80c","Gold","Diamond Shores"
"Tigerspine Mastercraft Ingots","51.3331","51g 33s 31c","Gold","Diamond Shores"
"Dewstone Plains Rainbow Dye","47.0959","47g 9s 59c","Gold","Diamond Shores"
"Mahadevi Finest Rubber","45.3708","45g 37s 8c","Gold","Diamond Shores"
"White Arden Silver Lumber","54.4654","54g 46s 54c","Gold","Diamond Shores"
"Solis Golden Spice","44.1304","44g 13s 4c","Gold","Diamond Shores"
"Marianople Embroidered Fabric","49.7393","49g 73s 93c","Gold","Diamond Shores"
"Villanelle Aged Cordial","39.4553","39g 45s 53c","Gold","Diamond Shores"
"Two Crowns First Harvest Tea","46.4067","46g 40s 67c","Gold","Diamond Shores"
"Silent Forest Ship Lumber","40.9876","40g 98s 76c","Gold","Diamond Shores"
"Cinderstone Shock Absorber","42.9513","42g 95s 13c","Gold","Diamond Shores"
"Ynystere Starshard Spice","31.5503","31g 55s 3c","Gold","Diamond Shores"
"Halcyona Organic Grains","51.6295","51g 62s 95c","Gold","Diamond Shores"
"Hellswamp Spore Farm Wood","54.4654","54g 46s 54c","Gold","Diamond Shores"
"Sanddeep Seafood Jerky","50.9204","50g 92s 4c","Gold","Diamond Shores"
"Rookborne Basin Amber Spirits","53.9975","53g 99s 75c","Gold","Diamond Shores"
"Windscour Alchemical Catalyst","54.8235","54g 82s 35c","Gold","Diamond Shores"
"Perinoor Moonshine","58.3141","58g 31s 41c","Gold","Diamond Shores"
"Hasla Light Synthetic Fiber","61.8051","61g 80s 51c","Gold","Diamond Shores"
"Solzreed Strawberry Jam","36.9125","36g 91s 25c","Gold","Diamond Shores"
"Solzreed Acorn Jelly","36.9125","36g 91s 25c","Gold","Diamond Shores"
"Gweonid Grilled Goose","49.5626","49g 56s 26c","Gold","Diamond Shores"
"Gweonid Goose Down","49.5626","49g 56s 26c","Gold","Diamond Shores"
"Arcum Iris Dried Seed","51.3331","51g 33s 31c","Gold","Diamond Shores"
"Arcum Iris Turmeric Powder","51.3331","51g 33s 31c","Gold","Diamond Shores"
"Falcorth Plains Clover Feed","53.66","53g 66s 0c","Gold","Diamond Shores"
"Falcorth Plains Bedding","53.66","53g 66s 0c","Gold","Diamond Shores"
"Lilyut Alchemy Catalyst","40.158","40g 15s 80c","Gold","Diamond Shores"
"Lilyut Square Bricks","40.158","40g 15s 80c","Gold","Diamond Shores"
"Tigerspine Souvenirs","51.3331","51g 33s 31c","Gold","Diamond Shores"
"Tigerspine Round Bricks","51.3331","51g 33s 31c","Gold","Diamond Shores"
"Dewstone Corn Meal","47.0959","47g 9s 59c","Gold","Diamond Shores"
"Dewstone Petal Dye","47.0959","47g 9s 59c","Gold","Diamond Shores"
"Mahadevi Banana Nectar","45.3708","45g 37s 8c","Gold","Diamond Shores"
"Mahadevi Straight-Grain Plywood","45.3708","45g 37s 8c","Gold","Diamond Shores"
"White Arden Plywood","54.4654","54g 46s 54c","Gold","Diamond Shores"
"White Arden Pinecone Powder","54.4654","54g 46s 54c","Gold","Diamond Shores"
"Solis Saffron","44.1304","44g 13s 4c","Gold","Diamond Shores"
"Solis Dried Rosemary","44.1304","44g 13s 4c","Gold","Diamond Shores"
"Marianople Wool","49.7393","49g 73s 93c","Gold","Diamond Shores"
"Marianople Facial Cleanser","49.7393","49g 73s 93c","Gold","Diamond Shores"
"Villanelle Sticky Rice Snack","39.4553","39g 45s 53c","Gold","Diamond Shores"
"Villanelle Crusty Bread","39.4553","39g 45s 53c","Gold","Diamond Shores"
"Two Crowns Lemon Juice","46.4067","46g 40s 67c","Gold","Diamond Shores"
"Two Crowns Lavender Candy","46.4067","46g 40s 67c","Gold","Diamond Shores"
"Silent Forest Pinecone Sap","40.9876","40g 98s 76c","Gold","Diamond Shores"
"Silent Forest Dye","40.9876","40g 98s 76c","Gold","Diamond Shores"
"Cinderstone Airtight Stopper","42.9513","42g 95s 13c","Gold","Diamond Shores"
"Cinderstone Metal Trim","42.9513","42g 95s 13c","Gold","Diamond Shores"
"Ynystere Floral Bouquets","31.5503","31g 55s 3c","Gold","Diamond Shores"
"Ynystere Ceremonial Bouquets","31.5503","31g 55s 3c","Gold","Diamond Shores"
"Halcyona Coarse Flour","51.6295","51g 62s 95c","Gold","Diamond Shores"
"Halcyona Fine Flour","51.6295","51g 62s 95c","Gold","Diamond Shores"
"Hellswamp Mushroom Sauce","54.4654","54g 46s 54c","Gold","Diamond Shores"
"Hellswamp Sawdust Shavings","54.4654","54g 46s 54c","Gold","Diamond Shores"
"Sanddeep Powdered Pearl","50.9204","50g 92s 4c","Gold","Diamond Shores"
"Sanddeep Alchemic Pearls","50.9204","50g 92s 4c","Gold","Diamond Shores"
"Rookborne Carrot Ale","53.9975","53g 99s 75c","Gold","Diamond Shores"
"Rookborne Basin Mead","53.9975","53g 99s 75c","Gold","Diamond Shores"
"Windscour Miracle Capsule","54.8235","54g 82s 35c","Gold","Diamond Shores"
"Windscour Peppermints","54.8235","54g 82s 35c","Gold","Diamond Shores"
"Perinoor Peanut Butter","58.3141","58g 31s 41c","Gold","Diamond Shores"
"Perinoor All-Spice","58.3141","58g 31s 41c","Gold","Diamond Shores"
"Hasla Treated Bamboo","61.8051","61g 80s 51c","Gold","Diamond Shores"
"Hasla Duck Down","61.8051","61g 80s 51c","Gold","Diamond Shores"
"Solzreed Handicrafts Basket","36.9125","36g 91s 25c","Gold","Diamond Shores"
"Gweonid Bug Repellent Wood","49.5626","49g 56s 26c","Gold","Diamond Shores"
"Arcum Iris Red Leather Pack","51.3331","51g 33s 31c","Gold","Diamond Shores"
"Falcorth Dried Yams","53.66","53g 66s 0c","Gold","Diamond Shores"
"Lilyut Special Spice","40.158","40g 15s 80c","Gold","Diamond Shores"
"Tigerspine Tomato Juice","51.3331","51g 33s 31c","Gold","Diamond Shores"
"Dewstone Plains Onion Juice","47.0959","47g 9s 59c","Gold","Diamond Shores"
"Mahadevi Cold Processed Fabric","45.3708","45g 37s 8c","Gold","Diamond Shores"
"White Arden Steamed Pumpkin","54.4654","54g 46s 54c","Gold","Diamond Shores"
"Solis Fried Jujube","44.1304","44g 13s 4c","Gold","Diamond Shores"
"Marianople Orange Drink","49.7393","49g 73s 93c","Gold","Diamond Shores"
"Villanelle Candied Apples","39.4553","39g 45s 53c","Gold","Diamond Shores"
"Two Crowns Dried Seaweed","46.4067","46g 40s 67c","Gold","Diamond Shores"
"Silent Forest Aged Garlic","40.9876","40g 98s 76c","Gold","Diamond Shores"
"Cinderstone Pickled Olives","42.9513","42g 95s 13c","Gold","Diamond Shores"
"Ynystere Dried Tomatoes","31.5503","31g 55s 3c","Gold","Diamond Shores"
"Halcyona Anesthetic","51.6295","51g 62s 95c","Gold","Diamond Shores"
"Hellswamp Boiled Potatoes","54.4654","54g 46s 54c","Gold","Diamond Shores"
"Sanddeep Fragrant Wood","50.9204","50g 92s 4c","Gold","Diamond Shores"
"Rookborne Pumpkin Juice","53.9975","53g 99s 75c","Gold","Diamond Shores"
"Windscour Regenerating Cream","54.8235","54g 82s 35c","Gold","Diamond Shores"
"Perinoor Snack Pack","58.3141","58g 31s 41c","Gold","Diamond Shores"
"Hasla Grilled Yams","61.8051","61g 80s 51c","Gold","Diamond Shores"
"Gweonid Dyed Feathers","62.8188","62g 81s 88c","Gold","Diamond Shores"
"Marianople Duck Down","66.1507","66g 15s 7c","Gold","Diamond Shores"
"Dewstone Fine Thread","60.2905","60g 29s 5c","Gold","Diamond Shores"
"Solzreed Braised Meat","48.9722","48g 97s 22c","Gold","Diamond Shores"
"White Arden Trail Mix","66.2806","66g 28s 6c","Gold","Diamond Shores"
"Lilyut Milk Soap","53.2608","53g 26s 8c","Gold","Diamond Shores"
"Two Crowns Cream","61.4365","61g 43s 65c","Gold","Diamond Shores"
"Hellswamp Spicy Meat","61.7319","61g 73s 19c","Gold","Diamond Shores"
"Cinderstone Tart Mead","55.8483","55g 84s 83c","Gold","Diamond Shores"
"Halcyona Wheat Biscuit","66.2806","66g 28s 6c","Gold","Diamond Shores"
"Sanddeep Medicinal Poultice","66.2806","66g 28s 6c","Gold","Diamond Shores"
"Solis Alchemy Oil","59.6407","59g 64s 7c","Gold","Diamond Shores"
"Arcum Iris Roasted Eggs","66.2806","66g 28s 6c","Gold","Diamond Shores"
"Mahadevi Elephant Cookies","60.3496","60g 34s 96c","Gold","Diamond Shores"
"Falcorth Snowlion Yarn","66.2806","66g 28s 6c","Gold","Diamond Shores"
"Tigerspine Tigerspaw Pancakes","65.6189","65g 61s 89c","Gold","Diamond Shores"
"Silent Forest Dried Fruit","49.8109","49g 81s 9c","Gold","Diamond Shores"
"Villanelle Potpourri","52.3393","52g 33s 93c","Gold","Diamond Shores"
"Windscour Hearty Jerky","66.2806","66g 28s 6c","Gold","Diamond Shores"
"Perinoor Aged Spices","66.2806","66g 28s 6c","Gold","Diamond Shores"
"Rookborne Biscuit Sticks","61.4129","61g 41s 29c","Gold","Diamond Shores"
"Ynystere Preserves","41.5289","41g 52s 89c","Gold","Diamond Shores"
"Hasla Softened Fabric","64.3311","64g 33s 11c","Gold","Diamond Shores"
"Gweonid Apple Pies","55.5356","55g 53s 56c","Gold","Diamond Shores"
"Marianople Sweeteners","58.4686","58g 46s 86c","Gold","Diamond Shores"
"Dewstone Distilled Liquor","53.3016","53g 30s 16c","Gold","Diamond Shores"
"Solzreed Dried Food","43.323","43g 32s 30c","Gold","Diamond Shores"
"White Arden Raisin Brandy","58.5831","58g 58s 31c","Gold","Diamond Shores"
"Lilyut Cooking Oil","47.1036","47g 10s 36c","Gold","Diamond Shores"
"Two Crowns Pomme Cakes","54.3098","54g 30s 98c","Gold","Diamond Shores"
"Hellswamp Mushroom Pot Pies","54.5733","54g 57s 33c","Gold","Diamond Shores"
"Cinderstone Sacred Candles","49.3834","49g 38s 34c","Gold","Diamond Shores"
"Halcyona Yam Pasta","58.5831","58g 58s 31c","Gold","Diamond Shores"
"Sanddeep Preserved Meat","58.5831","58g 58s 31c","Gold","Diamond Shores"
"Solis Juice Concentrate","52.7289","52g 72s 89c","Gold","Diamond Shores"
"Arcum Iris Lavaspice","58.5831","58g 58s 31c","Gold","Diamond Shores"
"Mahadevi Yule Logs","53.359","53g 35s 90c","Gold","Diamond Shores"
"Falcorth Apple Tarts","58.5831","58g 58s 31c","Gold","Diamond Shores"
"Tigerspine Grape Jam","57.9988","57g 99s 88c","Gold","Diamond Shores"
"Silent Forest Pomme Candy","44.0675","44g 6s 75c","Gold","Diamond Shores"
"Villanelle Preserved Cherries","46.2901","46g 29s 1c","Gold","Diamond Shores"
"Windscour Bitter Herbs","58.5831","58g 58s 31c","Gold","Diamond Shores"
"Perinoor Potato Powder","58.5831","58g 58s 31c","Gold","Diamond Shores"
"Rookborne Fruit Leather","54.2869","54g 28s 69c","Gold","Diamond Shores"
"Ynystere Olive Oil","36.7582","36g 75s 82c","Gold","Diamond Shores"
"Hasla Cured Meat","56.8646","56g 86s 46c","Gold","Diamond Shores"
"Gweonid Piquant Spices","57.2306","57g 23s 6c","Gold","Diamond Shores"
"Marianople Face Cream","60.2552","60g 25s 52c","Gold","Diamond Shores"
